# CONVERGE Release Build 2.4.24/  Jan 17, 2019       Run Date:Tue Jun 11 10:47:42 2019
# column        1                2                3                4                5                6                7                8                9               10               11               12               13               14               15               16               17
#           Crank         Pressure         Max_Pres         Min_Pres        Mean_Temp         Max_Temp         Min_Temp           Volume             Mass          Density    Integrated_HR          HR_Rate              C_p              C_v            Gamma         Kin_Visc         Dyn_Visc
#           (DEG)            (MPa)            (MPa)            (MPa)              (K)              (K)              (K)            (m^3)             (kg)         (kg/m^3)              (J)         (J/time)         (J/kg-K)         (J/kg-K)           (none)          (m^2/s)        (N*s/m^2)
#
    1.7686173e+03    9.9326517e-02    9.9496375e-02    9.5544996e-02    5.2090574e+02    8.2762917e+02    3.7109948e+02    7.9760458e-05    5.2665416e-05    6.6029480e-01    1.1835114e+03    0.0000000e+00    1.0820723e+03    7.9338615e+02    1.3638658e+00    4.2126609e-05    2.7450944e-05
    1.7687138e+03    9.9354863e-02    9.9658180e-02    9.5573353e-02    5.2083140e+02    8.2727093e+02    3.7116297e+02    7.9524500e-05    5.2532056e-05    6.6057701e-01    1.1835114e+03    0.0000000e+00    1.0820546e+03    7.9336825e+02    1.3638744e+00    4.2103823e-05    2.7448424e-05
    1.7688103e+03    9.9384030e-02    9.9545891e-02    9.5643051e-02    5.2075739e+02    8.2688879e+02    3.7122841e+02    7.9287011e-05    5.2397955e-05    6.6086430e-01    1.1835114e+03    0.0000000e+00    1.0820372e+03    7.9335061e+02    1.3638828e+00    4.2080747e-05    2.7445914e-05
    1.7689068e+03    9.9414268e-02    9.9635603e-02    9.5688714e-02    5.2068674e+02    8.2647738e+02    3.7129579e+02    7.9049258e-05    5.2263776e-05    6.6115454e-01    1.1835114e+03    0.0000000e+00    1.0820207e+03    7.9333378e+02    1.3638908e+00    4.2057707e-05    2.7443520e-05
    1.7690033e+03    9.9445453e-02    9.9610473e-02    9.5720183e-02    5.2061816e+02    8.2604087e+02    3.7136485e+02    7.8815535e-05    5.2132420e-05    6.6144853e-01    1.1835114e+03    0.0000000e+00    1.0820045e+03    7.9331733e+02    1.3638987e+00    4.2034556e-05    2.7441203e-05
    1.7691191e+03    9.9484071e-02    9.9998545e-02    9.5782226e-02    5.2053787e+02    8.2548189e+02    3.7144897e+02    7.8535688e-05    5.1975457e-05    6.6180685e-01    1.1835114e+03    0.0000000e+00    1.0819855e+03    7.9329806e+02    1.3639079e+00    4.2006561e-05    2.7438496e-05
    1.7692156e+03    9.9517499e-02    9.9669712e-02    9.5808961e-02    5.2047351e+02    8.2498720e+02    3.7151883e+02    7.8303273e-05    5.1845423e-05    6.6211055e-01    1.1835114e+03    0.0000000e+00    1.0819704e+03    7.9328264e+02    1.3639153e+00    4.1983070e-05    2.7436330e-05
    1.7693122e+03    9.9551810e-02    9.9691199e-02    9.5888063e-02    5.2041216e+02    8.2446304e+02    3.7158783e+02    7.8073722e-05    5.1717314e-05    6.6241640e-01    1.1835114e+03    0.0000000e+00    1.0819558e+03    7.9326779e+02    1.3639225e+00    4.1959635e-05    2.7434273e-05
    1.7694087e+03    9.9587086e-02    9.9721271e-02    9.5930112e-02    5.2035129e+02    8.2391187e+02    3.7165722e+02    7.7842502e-05    5.1588415e-05    6.6272812e-01    1.1835114e+03    0.0000000e+00    1.0819414e+03    7.9325319e+02    1.3639295e+00    4.1935880e-05    2.7432235e-05
    1.7695053e+03    9.9623299e-02    9.9763374e-02    9.6002820e-02    5.2029204e+02    8.2333119e+02    3.7172752e+02    7.7614647e-05    5.1461934e-05    6.6304410e-01    1.1835114e+03    0.0000000e+00    1.0819273e+03    7.9323884e+02    1.3639364e+00    4.1911953e-05    2.7430261e-05
    1.7696019e+03    9.9660630e-02    9.9798290e-02    9.6077034e-02    5.2023508e+02    8.2272425e+02    3.7179815e+02    7.7384571e-05    5.1334187e-05    6.6336463e-01    1.1835114e+03    0.0000000e+00    1.0819139e+03    7.9322518e+02    1.3639430e+00    4.1887905e-05    2.7428365e-05
    1.7697178e+03    9.9706012e-02    9.9842624e-02    9.6137658e-02    5.2016810e+02    8.2196023e+02    3.7188109e+02    7.7109389e-05    5.1181477e-05    6.6375155e-01    1.1835114e+03    0.0000000e+00    1.0818982e+03    7.9320919e+02    1.3639507e+00    4.1859007e-05    2.7426140e-05
    1.7698144e+03    9.9744743e-02    9.9868109e-02    9.6187428e-02    5.2011393e+02    8.2174291e+02    3.7194904e+02    7.6880646e-05    5.1054744e-05    6.6407798e-01    1.1835114e+03    0.0000000e+00    1.0818852e+03    7.9319585e+02    1.3639572e+00    4.1834551e-05    2.7424414e-05
    1.7699110e+03    9.9784072e-02    9.9906607e-02    9.6261605e-02    5.2006032e+02    8.2153422e+02    3.7201695e+02    7.6652619e-05    5.0928596e-05    6.6440777e-01    1.1835114e+03    0.0000000e+00    1.0818727e+03    7.9318309e+02    1.3639633e+00    4.1810193e-05    2.7422632e-05
    1.7700076e+03    9.9824095e-02    1.0034861e-01    9.6300186e-02    5.2000803e+02    8.2131329e+02    3.7208569e+02    7.6425061e-05    5.0802838e-05    6.6474056e-01    1.1835114e+03    0.0000000e+00    1.0818605e+03    7.9317065e+02    1.3639694e+00    4.1785751e-05    2.7420897e-05
    1.7701042e+03    9.9864501e-02    9.9980562e-02    9.6350358e-02    5.1995647e+02    8.2107900e+02    3.7215413e+02    7.6198353e-05    5.0677622e-05    6.6507503e-01    1.1835114e+03    0.0000000e+00    1.0818484e+03    7.9315837e+02    1.3639753e+00    4.1761258e-05    2.7419187e-05
    1.7702009e+03    9.9905581e-02    1.0030653e-01    9.6409021e-02    5.1990632e+02    8.2083313e+02    3.7222097e+02    7.5971861e-05    5.0552606e-05    6.6541225e-01    1.1835114e+03    0.0000000e+00    1.0818368e+03    7.9314649e+02    1.3639811e+00    4.1736693e-05    2.7417525e-05
    1.7703169e+03    9.9955722e-02    1.0013483e-01    9.6469529e-02    5.1984752e+02    8.2052155e+02    3.7230004e+02    7.5700192e-05    5.0402765e-05    6.6582084e-01    1.1835114e+03    0.0000000e+00    1.0818231e+03    7.9313247e+02    1.3639879e+00    4.1707081e-05    2.7415581e-05
    1.7704136e+03    9.9998171e-02    1.0018782e-01    9.6540674e-02    5.1980021e+02    8.2024730e+02    3.7236675e+02    7.5474049e-05    5.0278070e-05    6.6616367e-01    1.1835114e+03    0.0000000e+00    1.0818124e+03    7.9312144e+02    1.3639933e+00    4.1682387e-05    2.7414021e-05
    1.7705102e+03    1.0004129e-01    1.0015943e-01    9.6614489e-02    5.1975394e+02    8.1995838e+02    3.7243532e+02    7.5250017e-05    5.0154865e-05    6.6650968e-01    1.1835114e+03    0.0000000e+00    1.0818016e+03    7.9311045e+02    1.3639987e+00    4.1657572e-05    2.7412501e-05
    1.7706070e+03    1.0008506e-01    1.0020952e-01    9.6684359e-02    5.1970904e+02    8.1965663e+02    3.7250597e+02    7.5026385e-05    5.0031973e-05    6.6685837e-01    1.1835114e+03    0.0000000e+00    1.0817913e+03    7.9309981e+02    1.3640039e+00    4.1632694e-05    2.7411031e-05
    1.7707037e+03    1.0012941e-01    1.0025378e-01    9.6774120e-02    5.1966535e+02    8.1934252e+02    3.7257695e+02    7.4803538e-05    4.9909621e-05    6.6720937e-01    1.1835114e+03    0.0000000e+00    1.0817812e+03    7.9308951e+02    1.3640090e+00    4.1607762e-05    2.7409603e-05
    1.7708004e+03    1.0017450e-01    1.0030390e-01    9.6829457e-02    5.1962322e+02    8.1901752e+02    3.7264795e+02    7.4581238e-05    4.9787705e-05    6.6756340e-01    1.1835114e+03    0.0000000e+00    1.0817716e+03    7.9307962e+02    1.3640139e+00    4.1582754e-05    2.7408230e-05
    1.7709165e+03    1.0022956e-01    1.0125033e-01    9.6928391e-02    5.1957455e+02    8.1861408e+02    3.7273364e+02    7.4315441e-05    4.9642136e-05    6.6799221e-01    1.1835114e+03    0.0000000e+00    1.0817605e+03    7.9306822e+02    1.3640195e+00    4.1552630e-05    2.7406650e-05
    1.7710133e+03    1.0027623e-01    1.0046843e-01    9.6982137e-02    5.1953559e+02    8.1826500e+02    3.7280663e+02    7.4094474e-05    4.9521248e-05    6.6835278e-01    1.1835114e+03    0.0000000e+00    1.0817517e+03    7.9305913e+02    1.3640240e+00    4.1527442e-05    2.7405391e-05
    1.7711100e+03    1.0032348e-01    1.0046224e-01    9.7050687e-02    5.1949792e+02    8.1790666e+02    3.7285846e+02    7.3874482e-05    4.9401019e-05    6.6871560e-01    1.1835114e+03    0.0000000e+00    1.0817432e+03    7.9305037e+02    1.3640284e+00    4.1502210e-05    2.7404178e-05
    1.7712068e+03    1.0037162e-01    1.0051025e-01    9.7115356e-02    5.1946205e+02    8.1753643e+02    3.7291103e+02    7.3654850e-05    4.9281143e-05    6.6908212e-01    1.1835114e+03    0.0000000e+00    1.0817352e+03    7.9304210e+02    1.3640325e+00    4.1476877e-05    2.7403030e-05
    1.7713036e+03    1.0042052e-01    1.0056181e-01    9.7190070e-02    5.1942766e+02    8.1715557e+02    3.7296459e+02    7.3436127e-05    4.9161949e-05    6.6945181e-01    1.1835114e+03    0.0000000e+00    1.0817276e+03    7.9303418e+02    1.3640365e+00    4.1451454e-05    2.7401935e-05
    1.7714004e+03    1.0047044e-01    1.0060750e-01    9.7252488e-02    5.1939327e+02    8.1676357e+02    3.7301890e+02    7.3215207e-05    4.9041621e-05    6.6982834e-01    1.1835114e+03    0.0000000e+00    1.0817200e+03    7.9302634e+02    1.3640404e+00    4.1425628e-05    2.7400841e-05
    1.7715166e+03    1.0053104e-01    1.0243882e-01    9.7302687e-02    5.1935601e+02    8.1628174e+02    3.7308577e+02    7.2950089e-05    4.8896962e-05    6.7027968e-01    1.1835114e+03    0.0000000e+00    1.0817121e+03    7.9301813e+02    1.3640446e+00    4.1394948e-05    2.7399666e-05
    1.7716135e+03    1.0058241e-01    1.0071768e-01    9.7365181e-02    5.1932599e+02    8.1586894e+02    3.7314417e+02    7.2736360e-05    4.8781398e-05    6.7066042e-01    1.1835114e+03    0.0000000e+00    1.0817053e+03    7.9301104e+02    1.3640482e+00    4.1369159e-05    2.7398733e-05
    1.7717102e+03    1.0063474e-01    1.0123827e-01    9.7435972e-02    5.1929891e+02    8.1544511e+02    3.7320496e+02    7.2517201e-05    4.8662209e-05    6.7104367e-01    1.1835114e+03    0.0000000e+00    1.0816997e+03    7.9300512e+02    1.3640513e+00    4.1343435e-05    2.7397896e-05
    1.7718072e+03    1.0068759e-01    1.0091617e-01    9.7522960e-02    5.1927196e+02    8.1500683e+02    3.7326741e+02    7.2304715e-05    4.8547581e-05    6.7143036e-01    1.1835114e+03    0.0000000e+00    1.0816936e+03    7.9299880e+02    1.3640545e+00    4.1317508e-05    2.7397074e-05
    1.7719040e+03    1.0074116e-01    1.0126182e-01    9.7568718e-02    5.1924756e+02    8.1455456e+02    3.7333096e+02    7.2086801e-05    4.8429244e-05    6.7181847e-01    1.1835114e+03    0.0000000e+00    1.0816887e+03    7.9299359e+02    1.3640573e+00    4.1291693e-05    2.7396333e-05
    1.7720009e+03    1.0079525e-01    1.0093721e-01    9.7652319e-02    5.1922317e+02    8.1408685e+02    3.7339583e+02    7.1875522e-05    4.8315455e-05    6.7221014e-01    1.1835114e+03    0.0000000e+00    1.0816833e+03    7.9298798e+02    1.3640602e+00    4.1265649e-05    2.7395602e-05
    1.7721171e+03    1.0086081e-01    1.0106656e-01    9.7709829e-02    5.1919608e+02    8.1350742e+02    3.7347387e+02    7.1616456e-05    4.8175078e-05    6.7268168e-01    1.1835114e+03    0.0000000e+00    1.0816776e+03    7.9298186e+02    1.3640634e+00    4.1234225e-05    2.7394881e-05
    1.7722141e+03    1.0091603e-01    1.0113239e-01    9.7809017e-02    5.1917382e+02    8.1300600e+02    3.7353861e+02    7.1403655e-05    4.8060243e-05    6.7307820e-01    1.1835114e+03    0.0000000e+00    1.0816731e+03    7.9297709e+02    1.3640660e+00    4.1208091e-05    2.7394213e-05
    1.7723110e+03    1.0097196e-01    1.0111585e-01    9.7891231e-02    5.1915313e+02    8.1248666e+02    3.7360285e+02    7.1191691e-05    4.7945995e-05    6.7347740e-01    1.1835114e+03    0.0000000e+00    1.0816690e+03    7.9297273e+02    1.3640683e+00    4.1181907e-05    2.7393600e-05
    1.7724079e+03    1.0102842e-01    1.0183215e-01    9.7866666e-02    5.1913283e+02    8.1194823e+02    3.7366628e+02    7.0983733e-05    4.7834504e-05    6.7387979e-01    1.1835114e+03    0.0000000e+00    1.0816647e+03    7.9296822e+02    1.3640707e+00    4.1155558e-05    2.7393006e-05
    1.7725048e+03    1.0108560e-01    1.0121732e-01    9.8037882e-02    5.1911451e+02    8.1139080e+02    3.7373133e+02    7.0773082e-05    4.7721180e-05    6.7428433e-01    1.1835114e+03    0.0000000e+00    1.0816612e+03    7.9296442e+02    1.3640728e+00    4.1129240e-05    2.7392478e-05
    1.7726019e+03    1.0114355e-01    1.0176653e-01    9.8044783e-02    5.1909904e+02    8.1081438e+02    3.7380006e+02    7.0565051e-05    4.7609560e-05    6.7469037e-01    1.1835114e+03    0.0000000e+00    1.0816583e+03    7.9296123e+02    1.3640747e+00    4.1103027e-05    2.7392052e-05
    1.7727182e+03    1.0121390e-01    1.0136431e-01    9.8159839e-02    5.1908026e+02    8.1010008e+02    3.7388510e+02    7.0313802e-05    4.7474704e-05    6.7518329e-01    1.1835114e+03    0.0000000e+00    1.0816549e+03    7.9295750e+02    1.3640768e+00    4.1071252e-05    2.7391536e-05
    1.7728152e+03    1.0127354e-01    1.0159263e-01    9.8227248e-02    5.1906620e+02    8.0948354e+02    3.7395565e+02    7.0104958e-05    4.7362824e-05    6.7559878e-01    1.1835114e+03    0.0000000e+00    1.0816525e+03    7.9295475e+02    1.3640784e+00    4.1044611e-05    2.7391165e-05
    1.7729122e+03    1.0133398e-01    1.0324243e-01    9.8335047e-02    5.1905181e+02    8.0884899e+02    3.7402456e+02    6.9893265e-05    4.7249244e-05    6.7601998e-01    1.1835114e+03    0.0000000e+00    1.0816503e+03    7.9295226e+02    1.3640799e+00    4.1017644e-05    2.7390783e-05
    1.7730092e+03    1.0139519e-01    1.0174556e-01    9.8409606e-02    5.1904207e+02    8.0819523e+02    3.7409247e+02    6.9688297e-05    4.7139981e-05    6.7644043e-01    1.1835114e+03    0.0000000e+00    1.0816486e+03    7.9295037e+02    1.3640811e+00    4.0991008e-05    2.7390569e-05
    1.7731062e+03    1.0145707e-01    1.0162174e-01    9.8470286e-02    5.1903219e+02    8.0752367e+02    3.7416066e+02    6.9481508e-05    4.7029635e-05    6.7686549e-01    1.1835114e+03    0.0000000e+00    1.0816472e+03    7.9294865e+02    1.3640823e+00    4.0964119e-05    2.7390350e-05
    1.7732033e+03    1.0151970e-01    1.0187079e-01    9.8540285e-02    5.1902356e+02    8.0683377e+02    3.7422967e+02    6.9275250e-05    4.6919702e-05    6.7729387e-01    1.1835114e+03    0.0000000e+00    1.0816461e+03    7.9294723e+02    1.3640833e+00    4.0937132e-05    2.7390176e-05
    1.7733003e+03    1.0158266e-01    1.0179627e-01    9.8617127e-02    5.1901581e+02    8.0612693e+02    3.7429912e+02    6.9069764e-05    4.6810196e-05    6.7772341e-01    1.1835114e+03    0.0000000e+00    1.0816452e+03    7.9294606e+02    1.3640842e+00    4.0910161e-05    2.7390034e-05
    1.7734168e+03    1.0165895e-01    1.0190473e-01    9.8699159e-02    5.1900804e+02    8.0525608e+02    3.7438291e+02    6.8824083e-05    4.6679363e-05    6.7824170e-01    1.1835114e+03    0.0000000e+00    1.0816445e+03    7.9294508e+02    1.3640851e+00    4.0877746e-05    2.7389917e-05
    1.7735139e+03    1.0172339e-01    1.0245466e-01    9.8804699e-02    5.1900334e+02    8.0451081e+02    3.7445313e+02    6.8619983e-05    4.6570814e-05    6.7867715e-01    1.1835114e+03    0.0000000e+00    1.0816445e+03    7.9294472e+02    1.3640856e+00    4.0850656e-05    2.7389883e-05
    1.7736110e+03    1.0178827e-01    1.0200176e-01    9.8870014e-02    5.1899986e+02    8.0391052e+02    3.7452368e+02    6.8417717e-05    4.6463419e-05    6.7911384e-01    1.1835114e+03    0.0000000e+00    1.0816446e+03    7.9294454e+02    1.3640860e+00    4.0823594e-05    2.7389895e-05
    1.7737082e+03    1.0185382e-01    1.0202544e-01    9.8927703e-02    5.1899736e+02    8.0353084e+02    3.7459487e+02    6.8213695e-05    4.6354877e-05    6.7955382e-01    1.1835114e+03    0.0000000e+00    1.0816450e+03    7.9294469e+02    1.3640863e+00    4.0796435e-05    2.7389940e-05
    1.7738053e+03    1.0191968e-01    1.0211807e-01    9.9018955e-02    5.1899545e+02    8.0299371e+02    3.7466702e+02    6.8011644e-05    4.6247583e-05    6.7999507e-01    1.1835114e+03    0.0000000e+00    1.0816457e+03    7.9294506e+02    1.3640865e+00    4.0769257e-05    2.7390008e-05
    1.7739025e+03    1.0198594e-01    1.0215691e-01    9.9106249e-02    5.1899451e+02    8.0246093e+02    3.7474037e+02    6.7810171e-05    4.6140593e-05    6.8043765e-01    1.1835114e+03    0.0000000e+00    1.0816466e+03    7.9294570e+02    1.3640866e+00    4.0742090e-05    2.7390109e-05
    1.7740191e+03    1.0206591e-01    1.0222252e-01    9.9181215e-02    5.1899431e+02    8.0185551e+02    3.7482928e+02    6.7570492e-05    4.6013520e-05    6.8097062e-01    1.1835114e+03    0.0000000e+00    1.0816480e+03    7.9294677e+02    1.3640865e+00    4.0709465e-05    2.7390266e-05
    1.7741163e+03    1.0213337e-01    1.0248815e-01    9.9255610e-02    5.1899562e+02    8.0136411e+02    3.7490352e+02    6.7370358e-05    4.5907394e-05    6.8141830e-01    1.1835114e+03    0.0000000e+00    1.0816496e+03    7.9294802e+02    1.3640863e+00    4.0682190e-05    2.7390447e-05
    1.7742135e+03    1.0220093e-01    1.0234068e-01    9.9332399e-02    5.1899705e+02    8.0118355e+02    3.7497825e+02    6.7172619e-05    4.5802758e-05    6.8186650e-01    1.1835114e+03    0.0000000e+00    1.0816510e+03    7.9294920e+02    1.3640862e+00    4.0654909e-05    2.7390635e-05
    1.7743107e+03    1.0226908e-01    1.0260147e-01    9.9432860e-02    5.1899996e+02    8.0105400e+02    3.7505420e+02    6.6973839e-05    4.5697365e-05    6.8231665e-01    1.1835114e+03    0.0000000e+00    1.0816530e+03    7.9295091e+02    1.3640857e+00    4.0627634e-05    2.7390875e-05
    1.7744079e+03    1.0233767e-01    1.0249648e-01    9.9507493e-02    5.1900386e+02    8.0088260e+02    3.7513139e+02    6.6776425e-05    4.5592834e-05    6.8276842e-01    1.1835114e+03    0.0000000e+00    1.0816552e+03    7.9295280e+02    1.3640852e+00    4.0600344e-05    2.7391151e-05
    1.7745053e+03    1.0240652e-01    1.0254177e-01    9.9547004e-02    5.1900839e+02    8.0071763e+02    3.7520948e+02    6.6578961e-05    4.5488150e-05    6.8322108e-01    1.1835114e+03    0.0000000e+00    1.0816571e+03    7.9295443e+02    1.3640849e+00    4.0572768e-05    2.7391580e-05
    1.7746025e+03    1.0247558e-01    1.0260449e-01    9.9635413e-02    5.1901270e+02    8.0053477e+02    3.7528851e+02    6.6380628e-05    4.5382803e-05    6.8367541e-01    1.1835114e+03    0.0000000e+00    1.0816598e+03    7.9295675e+02    1.3640842e+00    4.0545449e-05    2.7391861e-05
    1.7747193e+03    1.0255868e-01    1.0268484e-01    9.9742013e-02    5.1901831e+02    8.0029112e+02    3.7538448e+02    6.6145415e-05    4.5258120e-05    6.8422158e-01    1.1835114e+03    0.0000000e+00    1.0816629e+03    7.9295951e+02    1.3640834e+00    4.0512672e-05    2.7392216e-05
    1.7748165e+03    1.0262827e-01    1.0275690e-01    9.9807220e-02    5.1902384e+02    8.0006943e+02    3.7546352e+02    6.5950390e-05    4.5154769e-05    6.8467781e-01    1.1835114e+03    0.0000000e+00    1.0816657e+03    7.9296204e+02    1.3640826e+00    4.0485383e-05    2.7392542e-05
    1.7749139e+03    1.0269809e-01    1.0281652e-01    9.9918985e-02    5.1902984e+02    7.9982937e+02    3.7554151e+02    6.5755218e-05    4.5051198e-05    6.8513496e-01    1.1835114e+03    0.0000000e+00    1.0816687e+03    7.9296474e+02    1.3640817e+00    4.0458094e-05    2.7392884e-05
    1.7750112e+03    1.0276865e-01    1.0291023e-01    9.9943532e-02    5.1903750e+02    7.9957186e+02    3.7562024e+02    6.5561478e-05    4.4948609e-05    6.8559481e-01    1.1835114e+03    0.0000000e+00    1.0816721e+03    7.9296782e+02    1.3640807e+00    4.0430769e-05    2.7393284e-05
    1.7751086e+03    1.0283916e-01    1.0295022e-01    1.0002104e-01    5.1904479e+02    7.9929713e+02    3.7570156e+02    6.5369616e-05    4.4847145e-05    6.8605489e-01    1.1835114e+03    0.0000000e+00    1.0816752e+03    7.9297066e+02    1.3640797e+00    4.0403437e-05    2.7393675e-05
    1.7752059e+03    1.0290971e-01    1.0333240e-01    1.0009105e-01    5.1905287e+02    7.9900504e+02    3.7578562e+02    6.5177114e-05    4.4745008e-05    6.8651411e-01    1.1835114e+03    0.0000000e+00    1.0816787e+03    7.9297387e+02    1.3640787e+00    4.0376255e-05    2.7394092e-05
    1.7753034e+03    1.0298013e-01    1.0308577e-01    1.0017841e-01    5.1906058e+02    7.9869690e+02    3.7587127e+02    6.4985479e-05    4.4643266e-05    6.8697294e-01    1.1835114e+03    0.0000000e+00    1.0816821e+03    7.9297695e+02    1.3640776e+00    4.0349110e-05    2.7394499e-05
    1.7754007e+03    1.0305030e-01    1.0317413e-01    1.0024419e-01    5.1906845e+02    7.9837451e+02    3.7595705e+02    6.4794327e-05    4.4541553e-05    6.8742983e-01    1.1835114e+03    0.0000000e+00    1.0816856e+03    7.9298018e+02    1.3640765e+00    4.0322129e-05    2.7394908e-05
    1.7755177e+03    1.0313421e-01    1.0331980e-01    1.0033067e-01    5.1907786e+02    7.9796622e+02    3.7606009e+02    6.4562753e-05    4.4417638e-05    6.8797621e-01    1.1835114e+03    0.0000000e+00    1.0816902e+03    7.9298437e+02    1.3640751e+00    4.0289910e-05    2.7395394e-05
